conversation_id,text,manipulation_type,is_manipulation,context_type,conversation_length,word_count_total,question_count,denial_count
conv_01905,"A: You're the smartest person in this room. That's why I need your help.
B: What do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: Fine, I'll do it
A: See? This is why you're my favorite person.
B: I don't know what to say...
A: Of course you don't.",charm_flattery,True,family,7,52,2,3
conv_01906,"A: Do what I say or I'll make sure no one talks to you again.
B: Uh, you can't control who talks to me.
A: You'd be surprised what I can do. Everyone listens to me.
B: I'll try harder
A: Call it what you want. Your reputation is in my hands.",direct_coercion,True,coworker,5,47,0,2
conv_01907,"A: You're such a good friend. The best, honestly.
B: Thanks, you too.
A: Your talents are incredible",charm_flattery,True,coworker,3,15,0,0
conv_01908,"A: Wow, you finally remembered to take out the trash. Amazing.
B: Well, i've been busy.
A: No, really, it's impressive. Gold star for you.
B: I'll try harder
A: I just did. You did great.
B: I need time to think.
A: You've had enough time.
B: Like, this is hard for me.",passive_aggressive,True,friend,8,46,0,2
conv_01909,"A: I'm already planning our future together. Isn't that exciting?
B: Uh, i don't understand
A: I've bought you something special. You'll care about it. I know everything about you.",love_bombing,True,friend,3,27,1,2
conv_01910,"A: Only you would understand this
B: Thanks?
A: That's why I know you won't make a big deal about this small thing I need.
B: So, really?",charm_flattery,True,friend,4,24,2,2
conv_01912,"A: I got you another gift. Open it!
B: You already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: I guess so
A: I'll always be there for you
B: You're right",love_bombing,True,friend,6,36,0,5
conv_01913,"A: I didn't raise my voice. You're overreacting.
B: You were definitely yelling.
A: See, this is what I mean. You twist everything.
B: I'm not twisting anything...",gaslighting,True,friend,4,24,0,3
conv_01914,"A: I'm busy, but thanks for asking
B: Um, what do you mean?
A: Same here. Want to grab dinner later?
B: So, can you explain?
B: I need time to think.
A: You've had enough time.
B: I need time to think.
A: You've had enough time.",neutral,False,family,8,40,3,2
conv_01915,"A: You're such a good friend. The best, honestly.
B: You know, thanks, you too.
A: I knew I could count on you. Speaking of which...
B: So, i guess so
A: No, no, it's nothing big. You're just so generous with your time.",charm_flattery,True,romantic,5,39,0,6
conv_01916,"A: I can't stop thinking about you. Are you thinking about me too?
B: I'm at work right now.
A: I know, I just miss you so much. Every second apart feels like forever.
B: Uh, if you say so
A: That's too long. You're the most important person in my life.",love_bombing,True,romantic,5,47,1,3
conv_01917,"A: You need to check your facts
B: We never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: I... I don't know.
A: I'm worried about you. This keeps happening.",gaslighting,True,family,5,32,1,3
conv_01918,"A: You're being way too sensitive about this.
B: I just feel like you dismissed me in front of everyone.
A: Are you feeling okay?
B: I'm sorry",gaslighting,True,friend,4,24,1,0
conv_01919,"A: It's them or me. Decide now.
B: What do you mean?
A: Life isn't fair. You have until tonight.
B: Wait, what?
A: Time's up. What's it going to be?
B: I need time to think.
A: You've had enough time.
B: This is hard for me.",direct_coercion,True,family,8,40,3,2
conv_01920,"A: What time works for you tomorrow?
B: You know, how about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.",neutral,False,friend,3,23,2,1
conv_01921,"A: I've been feeling stressed about the presentation.
B: Uh, that's understandable. Want to practice together?
A: That would really help, thanks.",neutral,False,friend,3,19,1,0
conv_01922,"A: No, no, go ahead. I'll handle everything here. As usual.
B: Um, i offered to help earlier.
A: Did you? I must have missed that.
B: So, wait, what?
A: If you say so. I'm sure you're right.
B: Why are you being like this?",passive_aggressive,True,friend,6,40,3,2
conv_01923,"A: You're the smartest person in this room. That's why I need your help.
B: Well, what do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: Like, i'm sorry",charm_flattery,True,friend,4,34,1,0
conv_01924,"A: Everyone else is so boring compared to you.
B: Like, can you explain?
A: It is. You're different. Special. That's why I chose you.",charm_flattery,True,coworker,3,22,1,0
conv_01925,"A: Go ahead. Have fun. I'll just stay here alone.
B: You could come with me?
A: No, I wouldn't want to be a burden. You clearly don't want me there.
B: You know, that's not what I said...
A: It's fine. I'm used to being disappointed by people I care about.
B: This is hard for me.",guilt_tripping,True,friend,6,52,1,5
conv_01926,"A: I've been feeling stressed about the presentation.
B: Like, that's understandable. Want to practice together?
A: That would really help, thanks.",neutral,False,coworker,3,19,1,0
conv_01927,"A: Cancel your plans tonight. I need to see you.
B: I promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: Well, i guess so
A: They don't understand you like I do. No one does.
B: Um, i need time to think.
A: You've had enough time.",love_bombing,True,family,7,56,0,3
conv_01928,"A: I think we should take the highway.
B: I won't accept that
A: Good point. Let's try your way.
B: Stop saying that
B: I don't know what to say...
A: Of course you don't.",neutral,False,romantic,6,30,0,4
conv_01929,"A: I was hoping we could hang out tonight.
B: You know, i actually have plans already, sorry.
A: No worries, maybe another time?
B: I'm sorry
B: Can we talk about this?
A: There's nothing to discuss.
B: Can we talk about this?",neutral,False,romantic,7,37,3,7
conv_01930,"A: Everyone else is so boring compared to you.
B: So, that's not true.
A: It is. You're different. Special. That's why I chose you.
B: Chose me for what?
A: To be in my inner circle. Not everyone gets that privilege.
B: This is hard for me.
A: It's not about you.",charm_flattery,True,romantic,7,46,1,6
conv_01931,"A: Can you send me the report when you get a chance?
B: Hold on
A: Thanks, no rush if you need more time.
B: Hold on
B: Can we talk about this?
A: There's nothing to discuss.
B: I don't know what to say...
A: Of course you don't.",neutral,False,family,8,42,2,7
conv_01932,"A: Hey, how was your day?
B: Really?
A: Same here. Want to grab dinner later?",neutral,False,romantic,3,13,3,0
conv_01933,"A: Thanks for helping me move last weekend.
B: Happy to help! The new place looks great.
A: That works for me
B: You don't have to, but I won't say no!
B: I don't know what to say...
A: Of course you don't.",neutral,False,family,6,38,0,6
conv_01934,"A: No, no, go ahead. I'll handle everything here. As usual.
B: I offered to help earlier.
A: Did you? I must have missed that.
B: I literally asked you twice.
A: If you say so. I'm sure you're right.
B: Actually, wait, what?",passive_aggressive,True,family,6,38,2,2
conv_01935,"A: That's an interesting choice. Very... bold.
B: I mean, do you not like it?
A: I didn't say that. If you're happy, that's what matters.",passive_aggressive,True,friend,3,23,1,3
conv_01936,"A: Do what I say or I'll make sure no one talks to you again.
B: Um, but...
A: You'd be surprised what I can do. Everyone listens to me.
B: Actually, this is insane.
A: Don't make me do something",direct_coercion,True,family,5,36,0,2
conv_01937,"A: You have one hour to decide. After that, I'm done.
B: I can't make a decision this fast.
A: Not my problem. Clock's ticking.
B: I'm sorry",direct_coercion,True,friend,4,24,0,3
conv_01938,"A: Everyone else is so boring compared to you.
B: Uh, that's not true.
A: It is. You're different. Special. That's why I chose you.
B: Well, chose me for what?
A: To be in my inner circle. Not everyone gets that privilege.
B: I don't know what to say...
A: Of course you don't.",charm_flattery,True,coworker,7,48,1,7
conv_01939,"A: You're the one who started this argument, not me.
B: I only asked a simple question.
A: You're the only one who thinks that
B: I guess so
A: That's the problem. You never realize how you come across.
B: Like, maybe I was wrong",gaslighting,True,coworker,6,40,0,3
conv_01942,"A: Your sibling would never treat me this way.
B: Well, i'm just asking for some time alone.
A: They always make time for family. I guess I raised you wrong.
B: That's not fair to say.
A: Life isn't fair. I've given you everything.
B: This is hard for me.
A: It's not about you.",guilt_tripping,True,family,7,49,0,5
conv_01943,"A: You're such a good friend. The best, honestly.
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: I'm sorry, I'll change",charm_flattery,True,coworker,4,25,0,0
conv_01944,"A: You're the smartest person in this room. That's why I need your help.
B: What do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: I'm sorry, I'll change
A: See? This is why you're my favorite person.
B: This is hard for me.
A: It's not about you.
B: Can we talk about this?",charm_flattery,True,romantic,8,56,3,2
conv_01946,"A: No, no, go ahead. I'll handle everything here. As usual.
B: Actually, i offered to help earlier.
A: Did you? I must have missed that.
B: I literally asked you twice.
A: If you say so. I'm sure you're right.
B: Why are you being like this?",passive_aggressive,True,romantic,6,42,2,2
conv_01947,"A: I've never felt this way about anyone. You're my soulmate.
B: Actually, we just met two weeks ago...
A: When you know, you know. I can't imagine my life without you.",love_bombing,True,romantic,3,29,0,4
conv_01948,"A: You're the one who started this argument, not me.
B: I only asked a simple question.
A: You're being paranoid
B: You're right
A: That's the problem. You never realize how you come across.
B: You know, i'll try harder
B: Can we talk about this?
A: There's nothing to discuss.",gaslighting,True,romantic,8,44,1,8
conv_01949,"A: You have one hour to decide. After that, I'm done.
B: I can't make a decision this fast.
A: Not my problem. Clock's ticking.
B: You know, i'm sorry
A: There will be consequences",direct_coercion,True,family,5,30,0,4
conv_01950,"A: You have one hour to decide. After that, I'm done.
B: I can't make a decision this fast.
A: Remember who pays the bills
B: Can we please talk about this?
A: Fifty-five minutes left.
B: Well, fine, fine. I'll do it.
B: Like, this is hard for me.
A: It's not about you.",direct_coercion,True,friend,8,47,1,3
conv_01952,"A: Wow, you finally remembered to take out the trash. Amazing.
B: Like, i've been busy.
A: No, really, it's impressive. Gold star for you.
B: Can you explain?",passive_aggressive,True,coworker,4,25,1,1
conv_01953,"A: We agreed you'd handle dinner every night. Don't pretend otherwise.
B: We never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: I... I don't know.
A: If you hadn't done that...
B: I don't know what to say...",gaslighting,True,friend,6,40,1,6
conv_01954,"A: Are you sure about that?
B: I just feel like you dismissed me in front of everyone.
A: No one else noticed. It's all in your head.
B: Like, maybe you're right...
B: I don't know what to say...
A: Of course you don't.
B: I don't know what to say...",gaslighting,True,friend,7,45,1,8
